Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2
19710101	0.401	-9999.000	0.0	-13.0	0.00	0.00	10.0	1.00	371.4	0.0	0.0	7.5	0.000	0.000	0.401
19710102	0.381	-9999.000	0.0	-14.0	0.00	0.00	10.0	1.00	371.4	0.0	0.0	7.1	0.000	0.000	0.381
19710103	0.362	-9999.000	0.0	-13.0	0.00	0.00	10.0	1.00	371.4	0.0	0.0	6.7	0.000	0.000	0.362
19710104	0.344	-9999.000	0.0	-11.0	0.00	0.00	10.0	1.00	371.4	0.0	0.0	6.4	0.000	0.000	0.344
19710105	0.327	-9999.000	0.0	-11.0	0.00	0.00	10.0	1.00	371.4	0.0	0.0	6.1	0.000	0.000	0.327
19710106	0.311	-9999.000	0.0	-8.4	0.00	0.00	10.0	1.00	371.4	0.0	0.0	5.8	0.000	0.000	0.311
19710107	0.296	-9999.000	0.0	-3.7	0.00	0.12	10.0	1.00	371.4	0.0	0.0	5.5	0.000	0.000	0.296
19710108	0.285	-9999.000	0.0	0.0	0.00	0.23	9.4	1.00	371.8	0.2	0.0	5.4	0.000	0.000	0.285
19710109	0.305	-9999.000	0.0	1.8	0.00	0.28	6.6	0.78	373.3	1.4	0.0	6.5	0.000	0.000	0.305
19710110	0.334	-9999.000	0.0	0.1	0.04	0.23	6.2	0.58	373.4	0.2	0.0	6.4	0.000	0.000	0.334
19710111	0.333	-9999.000	0.0	0.8	0.09	0.26	5.6	0.46	373.5	0.4	0.0	6.4	0.000	0.000	0.333
19710112	0.329	-9999.000	0.0	-0.1	0.11	0.23	5.6	0.38	373.4	0.0	0.0	6.1	0.000	0.000	0.329
19710113	0.314	-9999.000	0.0	-1.8	0.10	0.18	5.6	0.38	373.3	0.0	0.0	5.8	0.000	0.000	0.314
19710114	0.299	-9999.000	0.0	-1.0	0.12	0.21	5.6	0.38	373.1	0.0	0.0	5.6	0.000	0.000	0.299
19710115	0.284	-9999.000	0.0	-1.3	0.11	0.20	5.6	0.38	373.0	0.0	0.0	5.3	0.000	0.000	0.284
19710116	0.270	-9999.000	0.0	-2.2	0.10	0.17	5.6	0.38	372.9	0.0	0.0	5.0	0.000	0.000	0.270
19710117	0.257	-9999.000	0.0	-2.6	0.09	0.16	5.6	0.38	372.8	0.0	0.0	4.8	0.000	0.000	0.257
19710118	0.244	-9999.000	0.0	-1.1	0.12	0.21	5.6	0.38	372.7	0.0	0.0	4.5	0.000	0.000	0.244
19710119	0.320	-9999.000	11.0	-0.4	0.14	0.24	10.6	0.38	375.3	2.3	0.5	5.9	0.000	0.057	0.263
19710120	0.420	-9999.000	4.9	-0.3	0.14	0.25	12.6	0.38	376.4	1.2	0.0	7.2	0.000	0.089	0.330
19710121	0.373	-9999.000	2.1	-1.4	0.13	0.22	14.3	0.93	376.4	0.0	0.0	6.9	0.000	0.008	0.365
19710122	0.356	-9999.000	0.2	-0.3	0.01	0.26	13.9	0.78	376.7	0.3	0.0	6.8	0.000	0.000	0.356
19710123	0.347	-9999.000	11.0	-1.3	0.04	0.24	22.7	0.93	376.9	0.1	0.0	6.5	0.000	0.000	0.347
19710124	0.358	-9999.000	0.0	2.2	0.02	0.36	20.0	0.93	378.3	1.3	0.0	7.5	0.000	0.000	0.358
19710125	0.395	-9999.000	0.1	1.0	0.02	0.33	18.6	0.58	378.9	0.8	0.0	7.9	0.000	0.000	0.395
19710126	0.819	-9999.000	8.0	1.8	0.14	0.37	17.7	0.46	381.8	5.9	3.2	9.0	0.000	0.387	0.432
19710127	1.994	-9999.000	12.0	1.3	0.18	0.35	17.2	0.38	385.6	8.3	7.5	10.2	0.000	1.503	0.492
19710128	2.591	-9999.000	2.5	0.0	0.18	0.31	18.0	0.38	386.1	0.9	5.1	11.3	0.000	2.042	0.549
19710129	1.940	-9999.000	0.0	-0.9	0.16	0.28	18.0	0.38	385.9	0.0	2.6	12.3	0.000	1.336	0.605
19710130	1.298	-9999.000	0.0	0.8	0.21	0.36	17.8	0.38	385.8	0.2	0.9	13.3	0.000	0.641	0.657
19710131	0.888	-9999.000	0.0	1.0	0.22	0.37	17.3	0.38	385.7	0.4	0.0	13.8	0.000	0.189	0.699
19710201	0.714	-9999.000	2.9	-1.1	0.17	0.29	19.4	0.78	385.7	0.1	0.0	13.2	0.000	0.008	0.705
19710202	0.676	-9999.000	0.0	-7.4	0.00	0.02	19.4	0.78	385.7	0.0	0.0	12.6	0.000	0.000	0.676
19710203	0.643	-9999.000	4.2	-6.0	0.02	0.09	22.9	1.00	385.7	0.0	0.0	11.9	0.000	0.000	0.643
19710204	0.613	-9999.000	0.0	-0.5	0.00	0.33	22.6	1.00	385.9	0.1	0.0	11.5	0.000	0.000	0.613
19710205	0.588	-9999.000	0.0	-0.8	0.00	0.33	22.4	0.93	386.0	0.1	0.0	11.0	0.000	0.000	0.588
19710206	0.580	-9999.000	0.0	1.5	0.02	0.44	20.8	0.58	386.7	0.9	0.0	11.3	0.000	0.000	0.580
19710207	0.578	-9999.000	0.0	-1.7	0.11	0.29	20.8	0.58	386.6	0.0	0.0	10.8	0.000	0.000	0.578
19710208	0.551	-9999.000	0.0	-2.9	0.09	0.24	20.8	0.58	386.5	0.0	0.0	10.2	0.000	0.000	0.551
19710209	0.524	-9999.000	0.0	-1.3	0.12	0.32	20.8	0.58	386.4	0.0	0.0	9.7	0.000	0.000	0.524
19710210	0.499	-9999.000	0.0	-0.4	0.14	0.37	20.7	0.58	386.3	0.0	0.0	9.3	0.000	0.000	0.499
19710211	0.476	-9999.000	0.0	-0.4	0.15	0.38	20.6	0.58	386.2	0.1	0.0	8.9	0.000	0.000	0.476
19710212	0.457	-9999.000	0.0	0.3	0.16	0.42	20.4	0.46	386.1	0.1	0.0	8.6	0.000	0.000	0.457
19710213	0.454	-9999.000	1.1	0.9	0.23	0.45	20.3	0.38	386.2	0.9	0.0	9.0	0.000	0.000	0.454
19710214	0.458	-9999.000	0.4	-0.5	0.23	0.39	20.4	0.38	386.1	0.1	0.0	8.6	0.000	0.000	0.458
19710215	0.440	-9999.000	7.3	-1.9	0.19	0.32	26.5	1.00	385.9	0.0	0.0	8.2	0.000	0.000	0.440
19710216	0.418	-9999.000	2.7	-2.9	0.00	0.27	28.7	1.00	385.9	0.0	0.0	7.8	0.000	0.000	0.418
19710217	0.397	-9999.000	4.6	-2.8	0.00	0.29	32.6	1.00	385.9	0.0	0.0	7.4	0.000	0.000	0.397
19710218	0.508	-9999.000	15.0	-0.6	0.00	0.44	40.3	1.00	388.8	2.7	0.8	8.6	0.000	0.099	0.409
19710219	0.604	-9999.000	4.4	-1.6	0.00	0.39	44.0	1.00	388.8	0.0	0.0	9.0	0.000	0.152	0.453
19710220	0.464	-9999.000	0.1	-2.9	0.00	0.31	44.1	1.00	388.8	0.0	0.0	8.5	0.000	0.008	0.457
19710221	0.435	-9999.000	3.0	-1.7	0.00	0.40	46.6	1.00	388.8	0.0	0.0	8.1	0.000	0.000	0.435
19710222	0.414	-9999.000	7.6	-1.7	0.00	0.41	52.9	1.00	388.8	0.0	0.0	7.7	0.000	0.000	0.414
19710223	0.393	-9999.000	3.3	-3.6	0.00	0.27	55.6	1.00	388.8	0.0	0.0	7.3	0.000	0.000	0.393
19710224	0.374	-9999.000	0.0	-5.2	0.00	0.14	55.6	1.00	388.8	0.0	0.0	6.9	0.000	0.000	0.374
19710225	0.355	-9999.000	0.0	-2.7	0.00	0.35	55.6	1.00	388.8	0.0	0.0	6.6	0.000	0.000	0.355
19710226	0.338	-9999.000	0.0	-1.4	0.00	0.47	55.7	1.00	388.8	0.0	0.0	6.3	0.000	0.000	0.338
19710227	0.321	-9999.000	0.0	-3.0	0.00	0.33	55.7	1.00	388.8	0.0	0.0	6.0	0.000	0.000	0.321
19710228	0.305	-9999.000	0.0	-8.6	0.00	0.00	55.7	1.00	388.8	0.0	0.0	5.7	0.000	0.000	0.305
19710301	0.290	-9999.000	0.0	-9.5	0.00	0.00	55.7	1.00	388.8	0.0	0.0	5.4	0.000	0.000	0.290
19710302	0.276	-9999.000	3.1	-8.6	0.00	0.00	58.3	1.00	388.8	0.0	0.0	5.1	0.000	0.000	0.276
19710303	0.262	-9999.000	1.7	-5.9	0.00	0.04	59.7	1.00	388.8	0.0	0.0	4.9	0.000	0.000	0.262
19710304	0.249	-9999.000	0.0	-11.0	0.00	0.00	59.7	1.00	388.8	0.0	0.0	4.6	0.000	0.000	0.249
19710305	0.237	-9999.000	0.1	-15.0	0.00	0.00	59.8	1.00	388.8	0.0	0.0	4.4	0.000	0.000	0.237
19710306	0.225	-9999.000	0.0	-16.0	0.00	0.00	59.8	1.00	388.8	0.0	0.0	4.2	0.000	0.000	0.225
19710307	0.214	-9999.000	0.0	-14.0	0.00	0.00	59.8	1.00	388.8	0.0	0.0	4.0	0.000	0.000	0.214
19710308	0.203	-9999.000	0.0	-9.7	0.00	0.00	59.8	1.00	388.8	0.0	0.0	3.8	0.000	0.000	0.203
19710309	0.193	-9999.000	0.0	-7.9	0.00	0.00	59.9	1.00	388.8	0.0	0.0	3.6	0.000	0.000	0.193
19710310	0.184	-9999.000	0.9	-4.3	0.00	0.16	60.6	1.00	388.8	0.0	0.0	3.4	0.000	0.000	0.184
19710311	0.175	-9999.000	0.7	-3.6	0.00	0.24	61.1	1.00	388.8	0.0	0.0	3.2	0.000	0.000	0.175
19710312	0.166	-9999.000	0.0	-0.5	0.00	0.65	61.1	1.00	388.8	0.0	0.0	3.1	0.000	0.000	0.166
19710313	0.175	-9999.000	0.0	1.9	0.00	0.97	59.2	1.00	389.9	0.9	0.0	3.8	0.000	0.000	0.175
19710314	0.254	-9999.000	1.4	1.9	0.00	0.98	56.8	1.00	391.7	2.0	0.3	5.2	0.000	0.031	0.224
19710315	0.524	-9999.000	16.0	-0.6	0.00	0.64	64.6	1.00	394.8	3.4	1.5	6.5	0.000	0.231	0.294
19710316	0.645	-9999.000	1.2	-1.0	0.00	0.58	65.4	1.00	394.9	0.1	0.0	7.7	0.000	0.285	0.361
19710317	0.422	-9999.000	0.0	0.7	0.00	0.83	63.9	0.93	395.6	0.8	0.0	8.1	0.000	0.014	0.407
19710318	0.517	-9999.000	0.1	2.8	0.06	1.17	60.0	0.78	397.1	2.5	0.6	9.3	0.000	0.073	0.444
19710319	0.899	-9999.000	4.9	1.5	0.20	0.99	58.8	0.78	398.8	4.2	2.4	10.4	0.000	0.397	0.503
19710320	1.870	-9999.000	10.0	1.6	0.20	1.02	56.8	0.58	401.9	8.7	7.2	11.5	0.000	1.310	0.560
19710321	3.013	-9999.000	8.5	0.6	0.35	0.86	57.0	0.58	403.7	5.9	8.6	12.5	0.000	2.398	0.615
19710322	3.365	-9999.000	3.5	2.1	0.46	1.13	55.0	0.46	404.5	4.2	8.5	13.4	0.000	2.698	0.667
19710323	2.999	-9999.000	0.1	-1.4	0.27	0.52	55.1	0.93	404.3	0.0	5.2	14.3	0.000	2.283	0.716
19710324	2.140	-9999.000	0.0	0.2	0.05	0.80	54.9	0.46	404.2	0.1	2.8	15.2	0.000	1.378	0.763
19710325	2.202	-9999.000	8.8	2.2	0.63	1.19	53.4	0.46	406.0	7.9	6.9	16.0	0.000	1.395	0.807
19710326	2.683	-9999.000	9.9	-1.1	0.30	0.56	60.6	0.78	406.3	0.6	4.4	16.8	0.000	1.833	0.849
19710327	2.021	-9999.000	3.1	-2.0	0.08	0.38	63.2	1.00	406.2	0.0	2.1	17.6	0.000	1.132	0.890
19710328	1.394	-9999.000	0.0	-1.1	0.00	0.55	63.2	1.00	406.3	0.0	0.3	18.3	0.000	0.466	0.928
19710329	1.019	-9999.000	0.0	-1.4	0.00	0.48	63.2	1.00	406.3	0.0	0.0	17.7	0.000	0.080	0.939
19710330	0.911	-9999.000	0.0	-0.2	0.00	0.73	62.8	0.78	406.5	0.2	0.0	17.0	0.000	0.003	0.908
19710331	0.938	-9999.000	0.0	2.5	0.27	1.32	59.9	0.78	407.0	2.1	0.3	17.7	0.000	0.037	0.901
19710401	1.119	-9999.000	0.0	3.5	0.32	1.55	56.6	0.46	407.3	2.7	1.0	18.5	0.000	0.183	0.937
19710402	1.263	-9999.000	0.0	2.6	0.71	1.36	54.7	0.46	406.8	1.6	0.8	19.1	0.000	0.290	0.973
19710403	1.365	-9999.000	0.0	4.8	0.99	1.88	51.1	0.46	406.3	3.1	1.7	19.8	0.000	0.359	1.007
19710404	1.807	-9999.000	0.9	6.2	1.17	2.24	46.4	0.46	405.9	4.8	3.7	20.4	0.000	0.768	1.039
19710405	2.276	-9999.000	0.8	4.9	1.02	1.94	43.2	0.38	405.5	3.5	4.2	20.9	0.000	1.206	1.070
19710406	2.446	-9999.000	0.0	6.0	1.34	2.23	39.5	0.38	404.5	3.3	4.4	21.5	0.000	1.347	1.099
19710407	2.597	-9999.000	0.0	6.9	1.49	2.48	35.3	0.38	403.4	3.9	5.0	22.0	0.000	1.470	1.127
19710408	2.831	-9999.000	0.0	9.0	1.83	3.05	30.6	0.32	401.9	4.3	5.8	22.5	0.000	1.678	1.154
19710409	3.065	-9999.000	0.0	8.7	1.98	3.00	26.2	0.32	400.2	4.1	6.3	23.0	0.000	1.886	1.179
19710410	3.177	-9999.000	0.0	8.2	1.91	2.90	22.4	0.26	398.6	3.5	6.2	23.4	0.000	1.974	1.203
19710411	3.120	-9999.000	0.0	7.4	1.93	2.70	19.4	0.26	396.8	2.9	5.6	23.8	0.000	1.894	1.225
19710412	2.986	-9999.000	0.0	7.5	1.96	2.75	16.3	0.26	395.0	2.9	5.2	24.2	0.000	1.739	1.247
19710413	2.849	-9999.000	0.0	8.0	2.07	2.91	13.7	0.19	393.1	2.5	4.6	24.6	0.000	1.582	1.268
19710414	2.691	-9999.000	0.0	8.7	2.43	3.14	11.1	0.19	390.8	2.5	4.1	25.0	0.000	1.403	1.287
19710415	2.551	-9999.000	0.0	9.7	2.67	3.46	8.8	0.12	388.2	2.2	3.6	25.3	0.000	1.245	1.306
19710416	3.168	-9999.000	12.0	10.0	3.02	3.58	6.9	0.12	388.5	10.5	9.5	25.6	0.000	1.844	1.323
19710417	4.434	-9999.000	7.2	5.1	1.78	2.11	6.1	0.07	388.7	6.0	10.4	25.9	0.038	3.056	1.340
19710418	4.297	-9999.000	0.0	5.5	2.01	2.24	5.5	0.07	386.7	0.5	7.0	26.2	0.059	2.882	1.356
19710419	3.380	-9999.000	0.5	8.7	2.94	3.30	4.7	0.07	383.9	1.3	5.0	26.5	0.003	2.006	1.371
19710420	2.798	-9999.000	0.1	11.0	3.64	4.10	3.5	0.07	380.3	1.2	3.4	26.8	0.000	1.412	1.386
19710421	2.406	-9999.000	1.1	11.0	3.67	4.14	2.5	0.04	377.0	1.7	2.7	27.0	0.000	1.007	1.399
19710422	2.108	-9999.000	0.0	14.0	4.24	4.66	1.7	0.04	372.8	0.9	1.4	27.3	0.000	0.695	1.412
19710423	1.990	-9999.000	4.3	13.0	4.31	4.77	1.1	0.02	370.0	3.3	2.3	27.5	0.000	0.565	1.425
19710424	2.185	-9999.000	4.1	3.5	1.40	1.53	1.1	0.02	370.1	2.7	2.5	27.7	0.000	0.748	1.436
19710425	2.029	-9999.000	0.0	4.0	1.55	1.69	0.9	0.02	368.6	0.1	0.7	27.9	0.000	0.582	1.448
19710426	1.905	-9999.000	6.2	5.6	2.09	2.28	0.8	0.01	368.8	4.0	2.4	28.1	0.000	0.447	1.458
19710427	4.556	-9999.000	29.9	4.8	1.84	1.96	0.7	0.01	377.5	19.4	13.2	28.3	0.796	2.291	1.468
19710428	6.622	-9999.000	0.0	2.4	0.94	0.99	0.7	0.01	376.6	0.0	8.8	28.5	1.224	3.920	1.478
19710429	3.986	-9999.000	0.0	6.6	2.50	2.65	0.6	0.01	374.1	0.1	5.5	28.7	0.062	2.437	1.487
19710430	2.965	-9999.000	0.1	6.6	2.48	2.65	0.5	0.01	371.7	0.2	3.0	28.8	0.000	1.469	1.496
19710501	2.675	-9999.000	7.2	5.7	2.11	2.26	0.5	0.01	372.2	4.6	4.6	29.0	0.000	1.171	1.504
19710502	2.731	-9999.000	1.1	5.6	2.05	2.20	0.4	0.01	370.5	0.8	2.8	29.1	0.000	1.219	1.512
19710503	2.195	-9999.000	0.0	4.8	1.70	1.83	0.3	0.01	368.8	0.1	0.9	29.3	0.000	0.676	1.519
19710504	1.769	-9999.000	1.9	6.1	2.21	2.37	0.2	0.00	367.3	1.2	0.4	29.4	0.000	0.243	1.526
19710505	1.591	-9999.000	0.2	7.3	2.71	2.89	0.2	0.00	364.7	0.1	0.0	28.5	0.000	0.079	1.512
19710506	1.459	-9999.000	0.0	10.0	3.84	4.11	0.1	0.00	360.9	0.1	0.0	27.1	0.000	0.004	1.455
19710507	1.387	-9999.000	0.0	12.0	4.68	5.05	0.1	0.00	356.2	0.1	0.0	25.8	0.000	0.000	1.387
19710508	1.322	-9999.000	0.0	15.0	5.82	6.33	0.0	0.00	350.4	0.1	0.0	24.6	0.000	0.000	1.322
19710509	1.270	-9999.000	1.1	15.0	5.88	6.43	0.0	0.00	345.0	0.6	0.0	24.0	0.000	0.000	1.270
19710510	1.224	-9999.000	0.0	14.0	5.50	6.07	0.0	0.00	339.5	0.0	0.0	22.8	0.000	0.000	1.224
19710511	2.487	-9999.000	29.9	13.0	5.09	5.60	0.0	0.00	349.0	15.4	10.3	23.2	0.031	1.260	1.196
19710512	4.147	-9999.000	3.1	12.0	4.67	5.11	0.0	0.00	345.8	1.6	7.8	23.7	0.047	2.883	1.216
19710513	3.431	-9999.000	1.5	12.0	4.64	5.11	0.0	0.00	341.9	0.8	5.3	24.1	0.002	2.190	1.238
19710514	2.747	-9999.000	2.3	12.0	4.61	5.12	0.0	0.00	338.4	1.1	3.6	24.5	0.000	1.487	1.259
19710515	2.237	-9999.000	1.4	12.0	4.58	5.12	0.0	0.00	334.6	0.7	2.0	24.8	0.000	0.957	1.279
19710516	1.801	-9999.000	1.7	12.0	4.54	5.12	0.0	0.00	330.9	0.8	0.8	25.2	0.000	0.502	1.298
19710517	1.475	-9999.000	0.0	14.0	5.45	6.20	0.0	0.00	325.5	0.0	0.0	24.7	0.000	0.174	1.301
19710518	1.271	-9999.000	0.0	15.0	5.86	6.75	0.0	0.00	319.6	0.0	0.0	23.5	0.000	0.008	1.263
19710519	1.202	-9999.000	0.0	15.0	5.78	6.76	0.0	0.00	313.8	0.0	0.0	22.3	0.000	0.000	1.202
19710520	1.159	-9999.000	2.3	15.0	5.70	6.77	0.0	0.00	309.5	0.9	0.0	22.1	0.000	0.000	1.159
19710521	1.135	-9999.000	1.1	11.0	3.75	4.52	0.0	0.00	306.5	0.4	0.0	21.4	0.000	0.000	1.135
19710522	1.097	-9999.000	0.7	9.6	3.04	3.70	0.0	0.00	303.9	0.3	0.0	20.5	0.000	0.000	1.097
19710523	1.788	-9999.000	24.9	9.3	2.92	3.50	0.0	0.00	316.6	9.4	5.8	21.1	0.000	0.706	1.082
19710524	3.064	-9999.000	13.0	6.7	1.67	1.95	0.0	0.00	322.6	5.3	7.2	21.6	0.000	1.955	1.109
19710525	3.631	-9999.000	15.0	7.2	1.91	2.20	0.0	0.00	329.2	6.5	9.1	22.2	0.000	2.495	1.136
19710526	3.930	-9999.000	7.7	8.4	2.52	2.87	0.0	0.00	330.9	3.5	8.3	22.6	0.000	2.768	1.162
19710527	3.890	-9999.000	11.0	6.9	1.70	1.93	0.0	0.00	335.1	5.1	8.9	23.1	0.000	2.703	1.187
19710528	3.768	-9999.000	3.8	5.2	0.75	0.84	0.0	0.00	336.3	1.8	6.8	23.5	0.000	2.557	1.210
19710529	3.065	-9999.000	0.0	5.3	0.75	0.84	0.0	0.00	335.6	0.0	3.9	24.0	0.000	1.833	1.233
19710530	2.309	-9999.000	1.1	7.2	1.74	1.96	0.0	0.00	334.5	0.5	2.1	24.3	0.000	1.055	1.254
19710531	1.765	-9999.000	0.4	8.0	2.13	2.41	0.0	0.00	332.5	0.2	0.5	24.7	0.000	0.491	1.274
19710601	1.382	-9999.000	0.0	12.0	4.31	4.89	0.0	0.00	328.2	0.0	0.0	24.0	0.000	0.111	1.271
19710602	1.279	-9999.000	4.2	12.0	4.26	4.87	0.0	0.00	326.3	1.9	0.1	24.4	0.000	0.022	1.256
19710603	1.379	-9999.000	5.4	13.0	4.78	5.48	0.0	0.00	324.5	2.4	0.6	24.7	0.000	0.104	1.275
19710604	1.468	-9999.000	3.8	14.0	5.30	6.11	0.0	0.00	321.4	1.6	0.5	25.1	0.000	0.174	1.294
19710605	2.170	-9999.000	21.9	13.0	4.74	5.44	0.0	0.00	329.0	9.6	6.4	25.4	0.000	0.858	1.312
19710606	3.956	-9999.000	21.0	10.0	3.03	3.43	0.0	0.00	337.2	9.7	10.7	25.8	0.116	2.511	1.329
19710607	4.734	-9999.000	6.5	10.0	3.02	3.38	0.0	0.00	337.6	3.1	9.2	26.1	0.178	3.210	1.346
19710608	3.962	-9999.000	1.9	12.0	4.18	4.68	0.0	0.00	334.4	0.9	6.4	26.3	0.009	2.591	1.362
19710609	3.797	-9999.000	16.0	10.0	2.94	3.29	0.0	0.00	339.7	7.7	9.4	26.6	0.000	2.421	1.376
19710610	4.052	-9999.000	3.0	9.3	2.48	2.76	0.0	0.00	338.8	1.5	7.0	26.9	0.000	2.662	1.391
19710611	3.877	-9999.000	13.0	6.5	0.69	0.77	0.0	0.00	344.7	6.4	8.9	27.1	0.000	2.473	1.404
19710612	4.331	-9999.000	11.0	5.9	0.26	0.28	0.0	0.00	349.7	5.7	9.8	27.4	0.000	2.914	1.417
19710613	4.089	-9999.000	0.0	9.1	2.24	2.46	0.0	0.00	347.5	0.0	6.2	27.6	0.000	2.660	1.429
19710614	4.181	-9999.000	19.0	9.7	2.59	2.82	0.0	0.00	353.7	10.1	10.8	27.8	0.146	2.594	1.440
19710615	5.229	-9999.000	9.5	8.1	1.50	1.62	0.0	0.00	356.4	5.2	10.6	28.0	0.330	3.448	1.451
19710616	4.770	-9999.000	3.6	6.1	0.10	0.11	0.0	0.00	357.9	2.0	8.3	28.2	0.172	3.135	1.462
19710617	3.855	-9999.000	2.2	8.0	1.33	1.43	0.0	0.00	357.6	1.2	6.0	28.4	0.008	2.375	1.472
19710618	3.186	-9999.000	2.2	6.0	0.00	0.00	0.0	0.00	358.5	1.2	4.2	28.6	0.000	1.705	1.481
19710619	2.934	-9999.000	7.0	7.9	1.17	1.26	0.0	0.00	360.4	4.0	5.0	28.7	0.000	1.444	1.490
19710620	2.768	-9999.000	0.0	14.0	5.28	5.66	0.0	0.00	355.1	0.0	2.5	28.9	0.000	1.270	1.499
19710621	2.105	-9999.000	0.0	14.0	5.19	5.62	0.0	0.00	349.9	0.0	0.7	29.0	0.000	0.598	1.507
19710622	1.643	-9999.000	0.0	15.0	5.78	6.32	0.0	0.00	344.1	0.0	0.0	28.2	0.000	0.147	1.496
19710623	1.794	-9999.000	10.0	15.0	5.71	6.28	0.0	0.00	343.3	5.1	2.6	28.4	0.000	0.319	1.475
19710624	2.750	-9999.000	15.0	12.0	3.67	4.03	0.0	0.00	347.0	7.6	6.5	28.6	0.000	1.267	1.483
19710625	3.281	-9999.000	2.4	13.0	4.31	4.72	0.0	0.00	343.9	1.2	4.6	28.8	0.000	1.790	1.491
19710626	3.200	-9999.000	11.0	14.0	4.94	5.42	0.0	0.00	344.3	5.6	6.5	28.9	0.000	1.700	1.500
19710627	3.195	-9999.000	0.0	11.0	2.85	3.15	0.0	0.00	341.5	0.0	3.7	29.1	0.000	1.687	1.508
19710628	2.718	-9999.000	6.2	11.0	2.80	3.10	0.0	0.00	341.8	3.0	3.8	29.2	0.000	1.203	1.516
19710629	2.725	-9999.000	5.7	9.8	1.95	2.15	0.0	0.00	342.7	2.8	3.8	29.3	0.000	1.202	1.523
19710630	3.015	-9999.000	12.0	7.2	0.14	0.15	0.0	0.00	348.6	6.0	6.2	29.5	0.000	1.485	1.530
19710701	3.137	-9999.000	0.0	9.0	1.33	1.45	0.0	0.00	347.2	0.0	3.4	29.6	0.000	1.600	1.536
19710702	2.403	-9999.000	0.0	11.0	2.65	2.91	0.0	0.00	344.6	0.0	1.3	29.7	0.000	0.860	1.543
19710703	1.826	-9999.000	0.0	14.0	4.65	5.13	0.0	0.00	339.9	0.0	0.0	29.5	0.000	0.283	1.543
19710704	1.521	-9999.000	0.0	15.0	5.25	5.85	0.0	0.00	334.7	0.0	0.0	28.1	0.000	0.013	1.508
19710705	1.435	-9999.000	0.0	16.0	5.84	6.57	0.0	0.00	328.8	0.0	0.0	26.7	0.000	0.000	1.435
19710706	1.364	-9999.000	0.0	16.0	5.72	6.53	0.0	0.00	323.1	0.0	0.0	25.4	0.000	0.000	1.364
19710707	1.297	-9999.000	0.0	16.0	5.60	6.49	0.0	0.00	317.5	0.0	0.0	24.1	0.000	0.000	1.297
19710708	1.233	-9999.000	0.0	18.0	6.79	7.98	0.0	0.00	310.7	0.0	0.0	22.9	0.000	0.000	1.233
19710709	1.172	-9999.000	0.0	19.0	7.26	8.72	0.0	0.00	303.5	0.0	0.0	21.8	0.000	0.000	1.172
19710710	1.114	-9999.000	0.0	20.0	7.69	9.45	0.0	0.00	295.8	0.0	0.0	20.7	0.000	0.000	1.114
19710711	1.059	-9999.000	0.1	20.0	7.47	9.42	0.0	0.00	288.4	0.0	0.0	19.7	0.000	0.000	1.059
19710712	1.013	-9999.000	1.0	19.0	6.66	8.61	0.0	0.00	282.4	0.3	0.0	19.0	0.000	0.000	1.013
19710713	0.972	-9999.000	0.0	16.0	4.73	6.24	0.0	0.00	277.7	0.0	0.0	18.1	0.000	0.000	0.972
19710714	0.924	-9999.000	0.0	15.0	4.03	5.42	0.0	0.00	273.7	0.0	0.0	17.2	0.000	0.000	0.924
19710715	0.879	-9999.000	0.0	16.0	4.52	6.16	0.0	0.00	269.1	0.0	0.0	16.3	0.000	0.000	0.879
19710716	0.852	-9999.000	3.6	17.0	5.00	6.90	0.0	0.00	266.9	0.9	0.0	16.3	0.000	0.000	0.852
19710717	1.182	-9999.000	20.0	16.0	4.48	6.09	0.0	0.00	277.2	5.1	2.6	17.1	0.000	0.315	0.866
19710718	1.891	-9999.000	16.0	13.0	2.84	3.74	0.0	0.00	285.8	4.5	4.2	17.9	0.000	0.987	0.904
19710719	1.968	-9999.000	0.0	12.0	2.27	2.96	0.0	0.00	283.6	0.0	1.9	18.5	0.000	1.026	0.942
19710720	1.459	-9999.000	2.6	12.0	2.25	2.96	0.0	0.00	283.2	0.7	0.7	19.2	0.000	0.482	0.978
19710721	1.151	-9999.000	0.0	11.0	1.66	2.19	0.0	0.00	281.5	0.0	0.0	19.0	0.000	0.157	0.994
19710722	0.976	-9999.000	0.0	13.0	2.80	3.70	0.0	0.00	278.7	0.0	0.0	18.0	0.000	0.007	0.969
19710723	0.994	-9999.000	7.5	15.0	3.93	5.21	0.0	0.00	280.2	2.1	0.3	18.7	0.000	0.040	0.954
19710724	1.023	-9999.000	0.0	15.0	3.89	5.19	0.0	0.00	276.3	0.0	0.0	18.1	0.000	0.062	0.961
19710725	0.930	-9999.000	0.1	17.0	4.93	6.66	0.0	0.00	271.4	0.0	0.0	17.2	0.000	0.003	0.926
19710726	0.882	-9999.000	0.0	19.0	5.91	8.12	0.0	0.00	265.5	0.0	0.0	16.4	0.000	0.000	0.882
19710727	0.991	-9999.000	12.0	19.0	5.85	8.09	0.0	0.00	268.7	3.0	1.0	17.2	0.000	0.122	0.870
19710728	1.123	-9999.000	3.9	15.0	3.70	5.11	0.0	0.00	267.9	1.0	0.2	17.9	0.000	0.216	0.907
19710729	0.972	-9999.000	0.0	15.0	3.66	5.09	0.0	0.00	264.2	0.0	0.0	17.2	0.000	0.054	0.917
