Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2
19710101	0.358	-9999.000	0.0	-12.0	0.00	0.00	18.2	1.00	101.7	0.0	0.0	4.5	0.000	0.000	0.358
19710102	0.332	-9999.000	0.0	-15.0	0.00	0.00	18.2	1.00	101.7	0.0	0.0	4.2	0.000	0.000	0.332
19710103	0.309	-9999.000	0.0	-14.0	0.00	0.00	18.2	1.00	101.7	0.0	0.0	3.9	0.000	0.000	0.309
19710104	0.287	-9999.000	0.0	-11.0	0.00	0.00	18.2	1.00	101.7	0.0	0.0	3.6	0.000	0.000	0.287
19710105	0.266	-9999.000	0.0	-13.0	0.00	0.00	18.2	1.00	101.7	0.0	0.0	3.3	0.000	0.000	0.266
19710106	0.247	-9999.000	0.0	-9.3	0.00	0.00	18.2	1.00	101.7	0.0	0.0	3.1	0.000	0.000	0.247
19710107	0.230	-9999.000	0.0	-3.3	0.00	0.13	18.2	1.00	101.7	0.0	0.0	2.9	0.000	0.000	0.230
19710108	0.397	-9999.000	0.0	1.6	0.00	0.28	15.6	1.00	102.1	2.3	0.8	3.8	0.000	0.141	0.256
19710109	1.900	-9999.000	0.0	5.0	0.00	0.37	3.3	0.71	103.2	11.2	7.8	4.7	0.000	1.575	0.325
19710110	3.001	-9999.000	0.0	1.1	0.08	0.26	1.6	0.17	103.3	1.6	5.9	5.5	0.000	2.611	0.390
19710111	2.251	-9999.000	0.0	1.1	0.22	0.26	1.4	0.17	103.0	0.2	3.5	6.3	0.000	1.801	0.451
19710112	1.588	-9999.000	0.0	2.2	0.24	0.29	0.6	0.17	102.8	0.7	2.1	7.0	0.000	1.082	0.506
19710113	1.100	-9999.000	0.0	-1.8	0.15	0.18	0.6	0.17	102.7	0.0	0.6	7.6	0.000	0.541	0.558
19710114	0.737	-9999.000	0.0	3.8	0.28	0.34	0.0	0.00	102.4	0.6	0.0	8.2	0.000	0.130	0.607
19710115	0.611	-9999.000	0.0	0.1	0.23	0.23	0.0	0.00	102.2	0.0	0.0	7.6	0.000	0.001	0.609
19710116	0.566	-9999.000	0.0	-1.4	0.19	0.19	0.0	0.00	102.0	0.0	0.0	7.1	0.000	0.000	0.566
19710117	0.526	-9999.000	0.0	-2.5	0.17	0.17	0.0	0.00	101.9	0.0	0.0	6.6	0.000	0.000	0.526
19710118	0.489	-9999.000	0.0	2.2	0.31	0.31	0.0	0.00	101.5	0.0	0.0	6.1	0.000	0.000	0.489
19710119	1.873	-9999.000	13.0	1.5	0.30	0.30	0.0	0.00	102.6	11.6	7.5	6.8	0.000	1.377	0.496
19710120	2.999	-9999.000	4.1	0.0	0.26	0.26	3.2	0.71	102.5	1.0	5.3	7.5	0.000	2.450	0.549
19710121	2.172	-9999.000	1.5	-1.8	0.06	0.21	4.8	1.00	102.4	0.0	2.9	8.1	0.000	1.574	0.598
19710122	1.477	-9999.000	0.0	-0.1	0.00	0.27	4.5	1.00	102.4	0.3	1.4	8.7	0.000	0.834	0.643
19710123	0.987	-9999.000	11.0	-1.6	0.00	0.22	16.4	1.00	102.4	0.0	0.1	9.2	0.000	0.301	0.685
19710124	1.137	-9999.000	0.0	2.2	0.00	0.36	11.9	1.00	102.9	4.0	2.1	9.7	0.000	0.412	0.725
19710125	1.328	-9999.000	0.0	-0.2	0.00	0.28	11.7	1.00	102.9	0.2	0.8	10.2	0.000	0.567	0.761
19710126	2.082	-9999.000	5.3	1.9	0.00	0.37	7.3	0.71	103.6	8.9	6.2	10.6	0.000	1.288	0.795
19710127	4.586	-9999.000	12.0	1.8	0.11	0.37	4.2	0.71	104.3	14.2	13.9	11.0	0.000	3.759	0.826
19710128	5.335	-9999.000	1.7	0.0	0.09	0.31	5.5	0.71	104.3	0.4	9.5	11.3	0.000	4.479	0.856
19710129	3.848	-9999.000	0.0	-0.6	0.09	0.29	5.5	0.71	104.2	0.0	6.0	11.7	0.000	2.966	0.883
19710130	2.800	-9999.000	0.0	0.7	0.10	0.35	4.9	0.71	104.1	0.6	3.9	12.0	0.000	1.892	0.908
19710131	2.053	-9999.000	0.0	-0.7	0.09	0.30	4.9	0.71	104.0	0.0	1.9	12.3	0.000	1.122	0.931
19710201	1.424	-9999.000	9.7	-1.6	0.08	0.27	15.3	1.00	104.0	0.0	0.5	12.6	0.000	0.471	0.953
19710202	1.046	-9999.000	3.4	-7.5	0.00	0.02	19.0	1.00	104.0	0.0	0.0	12.1	0.000	0.098	0.948
19710203	0.899	-9999.000	13.0	-6.4	0.00	0.07	32.9	1.00	104.0	0.0	0.0	11.3	0.000	0.000	0.899
19710204	0.835	-9999.000	0.5	0.0	0.00	0.35	33.5	1.00	104.0	0.0	0.0	10.5	0.000	0.000	0.835
19710205	0.775	-9999.000	0.0	-2.7	0.00	0.23	33.5	1.00	104.0	0.0	0.0	9.7	0.000	0.000	0.775
19710206	0.751	-9999.000	0.0	1.1	0.00	0.41	32.5	1.00	104.1	0.9	0.0	9.9	0.000	0.000	0.751
19710207	0.731	-9999.000	0.0	-0.8	0.00	0.33	32.5	1.00	104.1	0.0	0.0	9.2	0.000	0.000	0.731
19710208	0.679	-9999.000	0.0	-3.0	0.00	0.23	32.5	1.00	104.1	0.0	0.0	8.5	0.000	0.000	0.679
19710209	0.631	-9999.000	0.0	-2.3	0.00	0.27	32.5	1.00	104.1	0.0	0.0	7.9	0.000	0.000	0.631
19710210	0.586	-9999.000	0.0	-0.5	0.00	0.36	32.5	1.00	104.1	0.0	0.0	7.3	0.000	0.000	0.586
19710211	0.568	-9999.000	0.0	0.6	0.00	0.42	31.7	1.00	104.1	0.7	0.0	7.5	0.000	0.000	0.568
19710212	0.837	-9999.000	0.0	1.3	0.00	0.47	28.4	1.00	104.3	3.1	1.3	8.1	0.000	0.241	0.595
19710213	1.489	-9999.000	2.3	1.0	0.00	0.46	26.2	1.00	104.6	4.3	3.2	8.7	0.000	0.848	0.641
19710214	1.634	-9999.000	0.9	-0.3	0.00	0.40	26.7	1.00	104.6	0.4	1.7	9.2	0.000	0.951	0.683
19710215	1.131	-9999.000	4.0	-1.8	0.00	0.32	31.0	1.00	104.6	0.0	0.4	9.7	0.000	0.408	0.723
19710216	0.800	-9999.000	6.7	-2.5	0.00	0.29	38.2	1.00	104.6	0.0	0.0	9.3	0.000	0.071	0.729
19710217	0.691	-9999.000	4.3	-2.5	0.00	0.30	42.8	1.00	104.6	0.0	0.0	8.7	0.000	0.000	0.690
19710218	0.816	-9999.000	11.0	-0.4	0.00	0.44	52.0	1.00	104.7	2.2	0.7	9.2	0.000	0.133	0.684
19710219	0.850	-9999.000	7.9	-1.0	0.00	0.42	60.5	1.00	104.7	0.0	0.0	9.2	0.000	0.144	0.706
19710220	0.683	-9999.000	0.1	-2.1	0.00	0.36	60.6	1.00	104.7	0.0	0.0	8.6	0.000	0.000	0.683
19710221	0.634	-9999.000	3.3	-1.8	0.00	0.39	64.2	1.00	104.7	0.0	0.0	8.0	0.000	0.000	0.634
19710222	0.589	-9999.000	10.0	-1.7	0.00	0.40	74.9	1.00	104.7	0.0	0.0	7.4	0.000	0.000	0.589
19710223	0.547	-9999.000	4.9	-3.3	0.00	0.29	80.2	1.00	104.7	0.0	0.0	6.9	0.000	0.000	0.547
19710224	0.508	-9999.000	0.0	-5.8	0.00	0.08	80.2	1.00	104.7	0.0	0.0	6.4	0.000	0.000	0.508
19710225	0.472	-9999.000	0.1	-2.2	0.00	0.39	80.3	1.00	104.7	0.0	0.0	5.9	0.000	0.000	0.472
19710226	0.438	-9999.000	2.0	-1.4	0.00	0.46	82.5	1.00	104.7	0.0	0.0	5.5	0.000	0.000	0.438
19710227	0.407	-9999.000	1.1	-3.0	0.00	0.32	83.6	1.00	104.7	0.0	0.0	5.1	0.000	0.000	0.407
19710228	0.378	-9999.000	0.2	-8.4	0.00	0.00	83.9	1.00	104.7	0.0	0.0	4.7	0.000	0.000	0.378
19710301	0.351	-9999.000	1.3	-8.8	0.00	0.00	85.3	1.00	104.7	0.0	0.0	4.4	0.000	0.000	0.351
19710302	0.326	-9999.000	5.0	-9.7	0.00	0.00	90.7	1.00	104.7	0.0	0.0	4.1	0.000	0.000	0.326
19710303	0.303	-9999.000	4.3	-5.8	0.00	0.03	95.3	1.00	104.7	0.0	0.0	3.8	0.000	0.000	0.303
19710304	0.281	-9999.000	1.1	-12.0	0.00	0.00	96.5	1.00	104.7	0.0	0.0	3.5	0.000	0.000	0.281
19710305	0.261	-9999.000	2.7	-15.0	0.00	0.00	99.4	1.00	104.7	0.0	0.0	3.3	0.000	0.000	0.261
19710306	0.243	-9999.000	1.2	-16.0	0.00	0.00	100.7	1.00	104.7	0.0	0.0	3.0	0.000	0.000	0.243
19710307	0.226	-9999.000	0.0	-14.0	0.00	0.00	100.7	1.00	104.7	0.0	0.0	2.8	0.000	0.000	0.226
19710308	0.209	-9999.000	0.0	-11.0	0.00	0.00	100.7	1.00	104.7	0.0	0.0	2.6	0.000	0.000	0.209
19710309	0.195	-9999.000	0.0	-8.2	0.00	0.00	100.7	1.00	104.7	0.0	0.0	2.4	0.000	0.000	0.195
19710310	0.181	-9999.000	1.5	-4.1	0.00	0.17	102.3	1.00	104.7	0.0	0.0	2.3	0.000	0.000	0.181
19710311	0.168	-9999.000	0.2	-4.0	0.00	0.17	102.5	1.00	104.7	0.0	0.0	2.1	0.000	0.000	0.168
19710312	0.156	-9999.000	0.0	-0.4	0.00	0.64	102.5	1.00	104.7	0.0	0.0	2.0	0.000	0.000	0.156
19710313	0.145	-9999.000	0.0	1.7	0.00	0.93	102.5	1.00	104.7	0.0	0.0	1.8	0.000	0.000	0.145
19710314	0.229	-9999.000	0.4	1.7	0.00	0.94	101.1	1.00	104.8	1.6	0.3	2.8	0.000	0.052	0.177
19710315	0.577	-9999.000	11.0	-0.3	0.00	0.65	109.6	1.00	104.9	3.0	1.5	3.8	0.000	0.325	0.253
19710316	0.644	-9999.000	0.0	-0.9	0.00	0.56	109.7	1.00	104.9	0.0	0.2	4.7	0.000	0.321	0.323
19710317	0.415	-9999.000	0.0	0.6	0.00	0.80	108.8	1.00	104.9	0.9	0.0	5.3	0.000	0.034	0.381
19710318	0.845	-9999.000	0.1	2.1	0.00	1.05	104.4	1.00	105.1	4.3	2.2	6.1	0.000	0.410	0.435
19710319	2.274	-9999.000	5.5	1.7	0.00	1.00	100.5	1.00	105.3	9.1	7.3	6.8	0.000	1.782	0.492
19710320	3.814	-9999.000	3.1	1.7	0.00	1.02	95.8	1.00	105.4	7.7	10.0	7.5	0.000	3.269	0.545
19710321	4.404	-9999.000	1.1	1.5	0.00	1.00	91.7	1.00	105.5	5.2	10.1	8.1	0.000	3.810	0.594
19710322	6.465	-9999.000	7.8	2.6	0.00	1.20	84.5	1.00	105.7	14.8	15.6	8.6	0.703	5.121	0.640
19710323	6.738	-9999.000	0.0	-1.1	0.00	0.55	84.5	1.00	105.7	0.0	10.4	9.2	0.760	5.295	0.682
19710324	4.146	-9999.000	0.0	0.4	0.00	0.82	83.5	1.00	105.7	1.0	7.4	9.7	0.001	3.423	0.722
19710325	5.631	-9999.000	10.0	2.3	0.00	1.19	77.1	1.00	105.8	16.2	15.3	10.1	0.444	4.428	0.759
19710326	6.334	-9999.000	9.1	-0.6	0.00	0.63	86.9	1.00	105.8	0.0	10.2	10.6	0.480	5.062	0.793
19710327	4.021	-9999.000	5.5	-1.7	0.00	0.40	92.8	1.00	105.8	0.0	6.5	11.0	0.000	3.197	0.824
19710328	2.827	-9999.000	0.0	-0.8	0.00	0.57	92.9	1.00	105.8	0.0	3.8	11.3	0.000	1.974	0.854
19710329	1.969	-9999.000	0.0	-1.2	0.00	0.48	92.9	1.00	105.8	0.0	1.8	11.7	0.000	1.088	0.881
19710330	1.361	-9999.000	0.0	0.2	0.00	0.77	92.8	1.00	105.8	0.1	0.5	12.0	0.000	0.455	0.906
19710331	1.674	-9999.000	0.0	2.6	0.00	1.31	87.1	1.00	105.9	5.6	3.5	12.3	0.000	0.744	0.930
19710401	3.165	-9999.000	0.0	3.3	0.00	1.48	78.0	1.00	105.9	9.1	8.3	12.6	0.000	2.213	0.951
19710402	4.455	-9999.000	0.0	2.5	0.00	1.30	71.0	1.00	105.9	6.9	10.1	12.8	0.000	3.483	0.972
19710403	5.663	-9999.000	0.0	5.1	0.00	1.93	59.7	0.71	105.9	11.3	14.6	13.0	0.002	4.670	0.991
19710404	8.158	-9999.000	0.0	6.1	0.64	2.19	48.2	0.71	105.3	11.5	16.0	13.3	0.962	6.189	1.008
19710405	11.156	-9999.000	4.8	4.9	0.56	1.91	39.0	0.71	104.9	13.9	17.2	13.5	2.764	7.368	1.024
19710406	12.011	-9999.000	0.0	5.9	0.64	2.18	27.8	0.71	104.2	11.2	16.7	13.7	3.272	7.700	1.039
19710407	12.344	-9999.000	0.0	7.5	0.77	2.61	13.5	0.71	103.5	14.3	17.5	13.8	3.465	7.826	1.053
19710408	10.888	-9999.000	0.0	9.5	0.93	3.17	7.3	0.17	102.5	6.2	15.3	14.0	2.576	7.245	1.066
19710409	7.205	-9999.000	0.0	8.9	2.51	3.04	3.3	0.17	100.0	4.0	13.1	14.1	0.512	5.614	1.079
19710410	5.678	-9999.000	0.0	8.4	2.39	2.93	0.0	0.00	97.6	3.3	10.9	14.3	0.001	4.588	1.090
19710411	4.554	-9999.000	0.0	7.7	2.71	2.76	0.0	0.00	94.9	0.0	7.0	14.4	0.000	3.454	1.100
19710412	3.271	-9999.000	0.0	7.8	2.73	2.81	0.0	0.00	92.2	0.0	4.2	14.5	0.000	2.161	1.110
19710413	2.343	-9999.000	0.0	8.4	2.89	3.01	0.0	0.00	89.3	0.0	2.1	14.7	0.000	1.224	1.119
19710414	1.672	-9999.000	0.0	9.7	3.20	3.42	0.0	0.00	86.1	0.0	0.7	14.8	0.000	0.545	1.127
19710415	1.246	-9999.000	0.0	9.9	3.19	3.51	0.0	0.00	82.9	0.0	0.0	14.3	0.000	0.130	1.115
19710416	1.585	-9999.000	9.3	10.0	3.20	3.56	0.0	0.00	84.1	4.9	2.6	14.4	0.000	0.483	1.102
19710417	2.699	-9999.000	12.0	5.0	1.86	2.03	0.0	0.00	87.6	6.6	5.8	14.6	0.000	1.587	1.112
19710418	2.882	-9999.000	0.0	6.1	2.21	2.39	0.0	0.00	85.4	0.0	3.3	14.7	0.000	1.761	1.121
19710419	2.191	-9999.000	1.8	9.7	3.25	3.59	0.0	0.00	83.0	1.0	2.2	14.8	0.000	1.062	1.129
19710420	1.716	-9999.000	0.2	10.0	3.27	3.73	0.0	0.00	79.8	0.1	0.8	14.9	0.000	0.579	1.137
19710421	1.283	-9999.000	0.0	11.0	3.47	4.12	0.0	0.00	76.3	0.0	0.0	14.5	0.000	0.154	1.128
19710422	1.077	-9999.000	0.0	14.0	3.83	4.75	0.0	0.00	72.5	0.0	0.0	13.5	0.000	0.000	1.077
19710423	1.708	-9999.000	16.0	14.0	3.97	4.86	0.0	0.00	78.2	6.3	3.6	13.7	0.000	0.666	1.042
19710424	2.639	-9999.000	9.3	3.8	1.33	1.55	0.0	0.00	82.1	4.1	4.7	13.9	0.000	1.583	1.056
19710425	2.465	-9999.000	0.0	4.7	1.62	1.87	0.0	0.00	80.5	0.0	2.5	14.0	0.000	1.396	1.069
19710426	2.237	-9999.000	7.8	5.8	1.99	2.28	0.0	0.00	82.6	3.7	3.6	14.2	0.000	1.156	1.081
19710427	6.211	-9999.000	36.9	5.5	2.04	2.15	0.0	0.00	94.5	23.0	16.2	14.3	1.051	4.068	1.092
19710428	7.857	-9999.000	0.1	1.7	0.60	0.60	0.0	0.00	93.9	0.1	10.9	14.4	1.136	5.619	1.102
19710429	4.542	-9999.000	0.0	6.4	2.46	2.49	0.0	0.00	91.4	0.0	7.0	14.6	0.001	3.429	1.112
19710430	3.262	-9999.000	0.0	6.5	2.43	2.52	0.0	0.00	89.0	0.0	4.2	14.7	0.000	2.142	1.121
19710501	2.742	-9999.000	5.0	5.6	2.01	2.12	0.0	0.00	88.9	3.0	4.3	14.8	0.000	1.613	1.129
19710502	2.405	-9999.000	0.1	5.7	2.01	2.14	0.0	0.00	87.0	0.1	2.3	14.9	0.000	1.269	1.137
19710503	1.737	-9999.000	0.1	4.1	1.29	1.41	0.0	0.00	85.7	0.1	0.8	15.0	0.000	0.594	1.144
19710504	1.292	-9999.000	0.0	6.6	2.26	2.49	0.0	0.00	83.5	0.0	0.0	14.6	0.000	0.157	1.135
19710505	1.085	-9999.000	0.0	7.8	2.66	3.02	0.0	0.00	80.8	0.0	0.0	13.6	0.000	0.000	1.085
19710506	1.009	-9999.000	0.0	11.0	3.84	4.50	0.0	0.00	77.0	0.0	0.0	12.7	0.000	0.000	1.009
19710507	0.940	-9999.000	0.2	12.0	4.05	4.98	0.0	0.00	73.1	0.1	0.0	11.8	0.000	0.000	0.940
19710508	0.876	-9999.000	0.0	15.0	4.96	6.44	0.0	0.00	68.1	0.0	0.0	11.0	0.000	0.000	0.876
19710509	0.813	-9999.000	0.0	16.0	4.70	6.54	0.0	0.00	63.4	0.0	0.0	10.2	0.000	0.000	0.813
19710510	0.755	-9999.000	0.0	14.0	4.02	6.01	0.0	0.00	59.4	0.0	0.0	9.5	0.000	0.000	0.755
19710511	0.708	-9999.000	1.0	14.0	3.81	6.03	0.0	0.00	56.4	0.2	0.0	9.0	0.000	0.000	0.708
19710512	0.671	-9999.000	1.4	12.0	3.02	5.02	0.0	0.00	54.6	0.2	0.0	8.5	0.000	0.000	0.671
19710513	0.632	-9999.000	0.3	13.0	3.20	5.55	0.0	0.00	51.6	0.0	0.0	8.0	0.000	0.000	0.632
19710514	0.789	-9999.000	15.0	12.0	3.07	5.02	0.0	0.00	61.1	2.4	0.9	8.5	0.000	0.158	0.631
19710515	0.895	-9999.000	3.7	12.0	3.32	5.02	0.0	0.00	60.7	0.7	0.3	9.1	0.000	0.220	0.674
19710516	0.738	-9999.000	0.5	12.0	3.23	5.02	0.0	0.00	57.9	0.1	0.0	8.8	0.000	0.054	0.685
19710517	0.649	-9999.000	0.0	14.0	3.74	6.11	0.0	0.00	54.2	0.0	0.0	8.1	0.000	0.000	0.649
19710518	0.603	-9999.000	0.0	15.0	3.82	6.68	0.0	0.00	50.3	0.0	0.0	7.6	0.000	0.000	0.603
19710519	0.560	-9999.000	0.0	16.0	3.85	7.25	0.0	0.00	46.5	0.0	0.0	7.0	0.000	0.000	0.560
19710520	0.531	-9999.000	3.4	15.0	3.39	6.69	0.0	0.00	46.2	0.3	0.0	6.8	0.000	0.000	0.531
19710521	0.583	-9999.000	13.0	11.0	2.41	4.40	0.0	0.00	55.2	1.5	0.2	7.5	0.000	0.037	0.547
19710522	1.320	-9999.000	25.9	9.9	2.57	3.74	0.0	0.00	72.4	6.2	3.7	8.1	0.000	0.724	0.596
19710523	2.476	-9999.000	15.0	8.9	2.55	3.13	0.0	0.00	79.1	5.8	6.0	8.7	0.000	1.835	0.641
19710524	3.451	-9999.000	15.0	7.6	2.04	2.33	0.0	0.00	84.8	7.2	8.7	9.2	0.000	2.767	0.684
19710525	4.148	-9999.000	10.0	7.9	2.27	2.47	0.0	0.00	87.0	5.5	9.4	9.7	0.000	3.425	0.723
19710526	3.883	-9999.000	2.6	9.1	2.91	3.15	0.0	0.00	85.2	1.5	6.9	10.1	0.000	3.123	0.760
19710527	3.242	-9999.000	4.5	6.9	1.62	1.78	0.0	0.00	85.7	2.4	5.9	10.6	0.000	2.449	0.794
19710528	3.039	-9999.000	6.0	5.7	0.91	0.99	0.0	0.00	87.4	3.3	5.7	11.0	0.000	2.214	0.825
19710529	2.593	-9999.000	0.0	4.8	0.35	0.38	0.0	0.00	87.1	0.0	3.3	11.3	0.000	1.738	0.854
19710530	2.341	-9999.000	7.0	8.0	2.17	2.32	0.0	0.00	87.9	4.1	4.4	11.7	0.000	1.460	0.882
19710531	2.239	-9999.000	0.5	8.1	2.17	2.34	0.0	0.00	85.9	0.3	2.5	12.0	0.000	1.332	0.907
19710601	1.593	-9999.000	0.0	12.0	4.33	4.78	0.0	0.00	81.6	0.0	0.9	12.3	0.000	0.662	0.930
19710602	1.123	-9999.000	0.1	12.0	4.09	4.75	0.0	0.00	77.5	0.0	0.0	12.3	0.000	0.182	0.942
19710603	0.910	-9999.000	0.0	13.0	4.40	5.38	0.0	0.00	73.1	0.0	0.0	11.4	0.000	0.000	0.910
19710604	0.948	-9999.000	4.9	15.0	5.26	6.67	0.0	0.00	71.0	1.7	0.3	11.8	0.000	0.060	0.888
19710605	1.078	-9999.000	5.2	12.0	3.59	4.67	0.0	0.00	71.0	1.7	0.5	12.1	0.000	0.166	0.913
19710606	15.462	-9999.000	86.8	10.0	3.02	3.31	0.0	0.00	98.9	55.9	25.2	12.4	7.104	7.422	0.936
19710607	24.122	-9999.000	13.0	9.8	3.13	3.13	0.0	0.00	97.9	10.9	19.0	12.6	10.648	12.517	0.957
19710608	11.558	-9999.000	0.1	12.0	4.58	4.58	0.0	0.00	93.3	0.1	13.0	12.9	3.218	7.363	0.977
19710609	9.725	-9999.000	24.9	10.0	3.17	3.17	0.0	0.00	96.2	18.8	17.7	13.1	2.113	6.617	0.995
19710610	15.882	-9999.000	24.9	8.2	1.89	1.89	0.0	0.00	99.1	20.2	19.6	13.3	5.629	9.240	1.013
19710611	20.099	-9999.000	27.9	6.4	0.58	0.58	0.0	0.00	102.2	24.2	21.4	13.5	8.170	10.901	1.028
19710612	17.399	-9999.000	8.8	6.2	0.37	0.37	0.0	0.00	102.7	8.0	17.0	13.7	6.528	9.828	1.043
19710613	8.920	-9999.000	0.0	8.9	2.20	2.20	0.0	0.00	100.5	0.0	11.4	13.9	1.744	6.118	1.057
19710614	6.448	-9999.000	13.0	10.0	2.93	2.93	0.0	0.00	99.2	11.3	15.0	14.0	0.270	5.108	1.070
19710615	7.781	-9999.000	10.0	8.1	1.51	1.51	0.0	0.00	99.3	8.4	15.2	14.2	0.689	6.011	1.082
19710616	6.850	-9999.000	2.8	6.0	0.00	0.00	0.0	0.00	99.8	2.3	11.8	14.3	0.431	5.326	1.093
19710617	5.153	-9999.000	2.9	8.1	1.40	1.40	0.0	0.00	98.9	2.4	9.4	14.5	0.000	4.050	1.103
19710618	4.726	-9999.000	6.2	6.0	0.00	0.00	0.0	0.00	100.0	5.1	9.6	14.6	0.000	3.613	1.112
19710619	5.488	-9999.000	12.0	7.6	0.93	0.93	0.0	0.00	100.7	10.3	13.5	14.7	0.000	4.367	1.121
19710620	5.424	-9999.000	0.0	14.0	5.57	5.57	0.0	0.00	95.2	0.0	8.9	14.8	0.000	4.295	1.129
19710621	3.908	-9999.000	0.0	14.0	5.52	5.53	0.0	0.00	89.6	0.0	5.5	14.9	0.000	2.771	1.137
19710622	2.809	-9999.000	0.0	15.0	5.89	6.22	0.0	0.00	83.8	0.0	3.1	15.0	0.000	1.665	1.144
19710623	2.249	-9999.000	3.5	15.0	5.52	6.19	0.0	0.00	80.0	1.8	2.6	15.1	0.000	1.098	1.151
19710624	2.693	-9999.000	13.0	12.0	3.45	3.92	0.0	0.00	83.2	6.3	5.5	15.1	0.000	1.536	1.157
19710625	3.397	-9999.000	8.3	13.0	4.16	4.62	0.0	0.00	83.1	4.3	6.2	15.2	0.000	2.235	1.162
19710626	6.026	-9999.000	29.9	14.0	5.00	5.32	0.0	0.00	90.0	18.0	15.5	15.3	0.579	4.280	1.168
19710627	6.986	-9999.000	0.1	11.0	2.89	3.04	0.0	0.00	87.1	0.0	10.3	15.3	0.626	5.187	1.173
19710628	5.038	-9999.000	7.9	11.0	2.80	2.99	0.0	0.00	87.6	4.6	9.9	15.4	0.001	3.860	1.177
19710629	4.838	-9999.000	7.0	10.0	2.06	2.19	0.0	0.00	88.4	4.1	9.3	15.4	0.000	3.657	1.181
19710630	5.748	-9999.000	19.0	7.5	0.25	0.26	0.0	0.00	94.8	12.3	14.7	15.5	0.035	4.528	1.185
19710701	5.919	-9999.000	0.0	9.0	1.33	1.34	0.0	0.00	93.4	0.0	9.7	15.5	0.038	4.691	1.189
19710702	4.240	-9999.000	0.0	12.0	3.51	3.56	0.0	0.00	89.9	0.0	6.1	15.6	0.000	3.048	1.192
19710703	3.061	-9999.000	0.0	13.0	4.05	4.27	0.0	0.00	85.9	0.0	3.6	15.6	0.000	1.866	1.195
19710704	2.209	-9999.000	0.0	16.0	5.90	6.51	0.0	0.00	80.0	0.0	1.7	15.7	0.000	1.010	1.198
19710705	1.592	-9999.000	0.0	16.0	5.46	6.47	0.0	0.00	74.5	0.0	0.3	15.7	0.000	0.391	1.201
19710706	1.236	-9999.000	0.0	17.0	5.66	7.19	0.0	0.00	68.9	0.0	0.0	14.9	0.000	0.063	1.172
19710707	1.101	-9999.000	0.0	17.0	5.20	7.15	0.0	0.00	63.7	0.0	0.0	13.8	0.000	0.000	1.101
19710708	1.022	-9999.000	0.0	18.0	5.30	7.89	0.0	0.00	58.4	0.0	0.0	12.8	0.000	0.000	1.022
19710709	0.949	-9999.000	0.0	19.0	5.31	8.62	0.0	0.00	53.1	0.0	0.0	11.9	0.000	0.000	0.949
19710710	0.882	-9999.000	0.0	20.0	5.24	9.36	0.0	0.00	47.8	0.0	0.0	11.1	0.000	0.000	0.882
19710711	0.819	-9999.000	0.0	20.0	4.71	9.33	0.0	0.00	43.1	0.0	0.0	10.3	0.000	0.000	0.819
19710712	0.763	-9999.000	0.9	19.0	3.91	8.51	0.0	0.00	40.1	0.1	0.0	9.6	0.000	0.000	0.763
19710713	0.711	-9999.000	0.0	16.0	2.60	6.14	0.0	0.00	37.5	0.0	0.0	8.9	0.000	0.000	0.711
19710714	0.660	-9999.000	0.0	16.0	2.41	6.10	0.0	0.00	35.1	0.0	0.0	8.3	0.000	0.000	0.660
19710715	0.613	-9999.000	0.0	16.0	2.24	6.05	0.0	0.00	32.8	0.0	0.0	7.7	0.000	0.000	0.613
19710716	0.577	-9999.000	5.9	16.0	2.26	6.01	0.0	0.00	36.2	0.2	0.0	7.3	0.000	0.000	0.577
19710717	0.756	-9999.000	25.9	15.0	2.63	5.21	0.0	0.00	57.0	2.5	0.9	8.0	0.000	0.170	0.586
19710718	1.917	-9999.000	30.9	13.0	2.61	3.63	0.0	0.00	76.7	8.6	6.0	8.5	0.000	1.285	0.632
19710719	2.499	-9999.000	0.0	12.0	2.30	2.85	0.0	0.00	74.4	0.0	3.5	9.1	0.000	1.824	0.675
19710720	2.515	-9999.000	15.0	12.0	2.36	2.84	0.0	0.00	80.8	6.2	6.1	9.6	0.000	1.800	0.715
19710721	2.599	-9999.000	0.0	12.0	2.42	2.83	0.0	0.00	78.4	0.0	3.5	10.1	0.000	1.847	0.752
19710722	1.784	-9999.000	0.0	13.0	2.97	3.58	0.0	0.00	75.5	0.0	1.6	10.5	0.000	0.997	0.787
19710723	1.533	-9999.000	6.5	16.0	4.78	5.84	0.0	0.00	74.7	2.5	2.1	10.9	0.000	0.714	0.819
19710724	1.392	-9999.000	0.2	15.0	4.00	5.07	0.0	0.00	70.8	0.1	0.7	11.3	0.000	0.544	0.849
19710725	1.006	-9999.000	1.4	17.0	4.92	6.55	0.0	0.00	66.8	0.4	0.0	11.5	0.000	0.135	0.872
19710726	0.850	-9999.000	0.0	18.0	5.12	7.26	0.0	0.00	61.7	0.0	0.0	10.7	0.000	0.000	0.850
19710727	0.974	-9999.000	9.9	19.0	5.51	7.97	0.0	0.00	63.8	2.3	0.8	11.1	0.000	0.142	0.832
19710728	1.164	-9999.000	6.6	15.0	3.49	4.99	0.0	0.00	65.3	1.6	0.8	11.4	0.000	0.303	0.861
19710729	1.035	-9999.000	0.0	16.0	3.93	5.70	0.0	0.00	61.3	0.0	0.0	11.4	0.000	0.162	0.873
